timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-03T23:48:28,codecarbon,5a45f9ed-8d9e-4bec-b2ea-1c9c3292cff3,132169.04005857976,5.326104943083068,4.029767440788281e-05,42.5,91.20273669607124,45.0,1.5603201273801002,10.769404679405739,1.651388050762511,13.981112857548412,Germany,DEU,lower saxony,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.10.14,2.6.0,48,Intel(R) Xeon(R) Platinum 8470,1,1 x NVIDIA H100 PCIe,9.724,52.3959,120,machine,N,1.0
