mean_fg_dice,ema_fg_dice,dice_per_class_or_region,train_losses,val_losses,lrs,epoch_start_timestamps,epoch_end_timestamps,Epoch
0.7135940970185322,0.7135940970185322,[0.7135940970185322],-0.2537255,-0.547153,0.01,1730730463.5329056,1730730522.4084022,0
0.6853704145197745,0.7107717287686565,[0.6853704145197745],-0.4496949,-0.4978567,0.009990999549834914,1730730523.6712463,1730730544.8125446,1
0.8124965326453052,0.7209442091563213,[0.8124965326453052],-0.5316432,-0.63667387,0.009981998198678612,1730730545.7539148,1730730566.6301086,2
0.7711334274695566,0.7259631309876449,[0.7711334274695566],-0.5206534,-0.62154,0.009972995945537971,1730730568.0847144,1730730589.6276836,3
0.8415971668059822,0.7375265345694786,[0.8415971668059822],-0.6345055,-0.7495456,0.00996399278941777,1730730591.074017,1730730612.2591474,4
0.8811268199659699,0.7518865631091278,[0.8811268199659699],-0.6776146,-0.82437193,0.00995498872932069,1730730613.6604054,1730730635.0062203,5
0.8522275932269177,0.7619206661209068,[0.8522275932269177],-0.647421,-0.7544979,0.009945983764247315,1730730636.5953767,1730730657.3266885,6
0.8623775710133865,0.7719663566101548,[0.8623775710133865],-0.66205627,-0.801067,0.009936977893196107,1730730658.6968367,1730730680.2003672,7
0.828426855007989,0.7776124064499382,[0.828426855007989],-0.67292124,-0.71435523,0.009927971115163414,1730730681.6279593,1730730702.5992908,8
0.8345073561754291,0.7833019014224873,[0.8345073561754291],-0.66073793,-0.7157242,0.009918963429143463,1730730705.0181365,1730730725.919366,9
0.9018036010611946,0.795152071386358,[0.9018036010611946],-0.6687247,-0.83294296,0.009909954834128341,1730730727.2916555,1730730749.6601238,10
0.8529586756144869,0.8009327318091709,[0.8529586756144869],-0.729059,-0.7793638,0.00990094532910801,1730730751.0495465,1730730772.6819472,11
0.8306627779021001,0.8039057364184639,[0.8306627779021001],-0.743845,-0.78123075,0.00989193491307027,1730730774.1038015,1730730796.0455945,12
0.8916057800392191,0.8126757407805394,[0.8916057800392191],-0.7552559,-0.8390076,0.009882923585000784,1730730797.494243,1730730819.1372154,13
0.8602659109418346,0.8174347577966689,[0.8602659109418346],-0.7756613,-0.798557,0.00987391134388305,1730730820.5437791,1730730841.7188303,14
0.8995337556953032,0.8256446575865323,[0.8995337556953032],-0.8040891,-0.83810145,0.009864898188698403,1730730843.1956828,1730730864.6007776,15
0.8724526433340362,0.8303254561612827,[0.8724526433340362],-0.7813038,-0.82104933,0.009855884118426006,1730730866.036248,1730730888.1272364,16
0.9047192789979801,0.8377648384449525,[0.9047192789979801],-0.75457925,-0.8513766,0.00984686913204284,1730730889.6221566,1730730911.2706084,17
0.9200659950751634,0.8459949541079737,[0.9200659950751634],-0.79802483,-0.85888654,0.009837853228523706,1730730912.8057437,1730730933.9059787,18
0.924885810170661,0.8538840397142424,[0.924885810170661],-0.7679228,-0.87848175,0.009828836406841207,1730730935.3767061,1730730956.32587,19
0.9285336593466551,0.8613490016774837,[0.9285336593466551],-0.803225,-0.87944895,0.009819818665965752,1730730957.8098829,1730730979.865843,20
0.8932320310430717,0.8645373046140425,[0.8932320310430717],-0.7917002,-0.83550996,0.00981080000486554,1730730981.4285266,1730731002.319243,21
0.8972821438862992,0.8678117885412682,[0.8972821438862992],-0.8092056,-0.8378508,0.009801780422506557,1730731003.7666197,1730731024.524461,22
0.9320018381978731,0.8742307935069287,[0.9320018381978731],-0.8184084,-0.87809455,0.009792759917852568,1730731025.9325287,1730731048.5488095,23
0.8941824399152102,0.8762259581477568,[0.8941824399152102],-0.8191625,-0.83818823,0.009783738489865112,1730731049.9425342,1730731070.9881282,24
0.9323711645832828,0.8818404787913094,[0.9323711645832828],-0.79702854,-0.8907795,0.009774716137503496,1730731072.4031217,1730731094.932042,25
0.9304812232072711,0.8867045532329056,[0.9304812232072711],-0.8046301,-0.87660563,0.009765692859724779,1730731096.3889456,1730731119.6566436,26
0.8722976560105644,0.8852638635106715,[0.8722976560105644],-0.7768275,-0.8008683,0.009756668655483776,1730731121.1469798,1730731143.0044203,27
0.86189967294158,0.8829274444537625,[0.86189967294158],-0.7995195,-0.7929101,0.009747643523733043,1730731144.0428503,1730731165.2106175,28
0.9352721881653802,0.8881619188249242,[0.9352721881653802],-0.80747974,-0.8881324,0.009738617463422878,1730731167.124557,1730731188.0756314,29
0.9117060847007599,0.8905163354125077,[0.9117060847007599],-0.8534679,-0.87057817,0.009729590473501306,1730731189.6323454,1730731210.404085,30
0.9227677243403849,0.8937414743052955,[0.9227677243403849],-0.8201225,-0.8705943,0.009720562552914069,1730731211.837212,1730731232.769218,31
0.8891616562889503,0.893283492503661,[0.8891616562889503],-0.78730345,-0.8255707,0.009711533700604631,1730731234.223282,1730731255.3360765,32
0.887601201494739,0.8927152634027689,[0.887601201494739],-0.8468312,-0.8017178,0.009702503915514164,1730731256.3742483,1730731278.049939,33
0.9079618249459183,0.8942399195570838,[0.9079618249459183],-0.85830283,-0.85664475,0.009693473196581535,1730731279.1248927,1730731299.9167967,34
0.8709937991660203,0.8919153075179774,[0.8709937991660203],-0.84445506,-0.80204356,0.009684441542743309,1730731301.390156,1730731322.4444978,35
0.9376655952692742,0.8964903362931071,[0.9376655952692742],-0.83233666,-0.8978176,0.009675408952933734,1730731323.4675937,1730731344.3063014,36
0.9395486178182472,0.9007961644456213,[0.9395486178182472],-0.85943204,-0.90136266,0.009666375426084738,1730731345.7320855,1730731366.347938,37
0.894908116429815,0.9002073596440407,[0.894908116429815],-0.8449475,-0.84354913,0.009657340961125919,1730731367.9073358,1730731389.3328507,38
