run_id,config_id,o0_loss,budget,budget_used,total_wallclock_time,total_optimization_time,hp_config.aug_factor,hp_config.initial_lr,hp_config.loss_function,hp_config.lr_scheduler,hp_config.optimizer,hp_config.oversample_foreground_percent,hp_config.weight_decay,hp_config.momentum
0,0,0.06611036230847736,1000.0,1000.0,13.473021745681763,0.0032045841217041016,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1012.3456790123457,23.71421766281128,0.017897367477416992,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1024.6913580246915,34.95872712135315,0.03275156021118164,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1037.0370370370372,46.227816343307495,0.050544023513793945,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1049.382716049383,56.49392342567444,0.07862710952758789,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1061.7283950617286,67.97736096382141,0.10079264640808105,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1074.0740740740744,80.26998138427734,0.12432241439819336,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1086.41975308642,91.54911017417908,0.15008115768432617,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1098.7654320987658,100.81907272338867,0.1749720573425293,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1111.1111111111115,111.09808349609375,0.1977994441986084,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1123.4567901234573,121.38553428649902,0.2221229076385498,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.06611036230847736,1000.0,1135.802469135803,132.67112565040588,0.2510836124420166,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
