run_id,budget,config_id,o0_loss,o0_loss_fold_0,o0_loss_fold_1,o0_loss_fold_2,o0_loss_fold_3,o0_loss_fold_4,hp_config.aug_factor,hp_config.initial_lr,hp_config.loss_function,hp_config.lr_scheduler,hp_config.optimizer,hp_config.oversample_foreground_percent,hp_config.weight_decay,hp_config.momentum
0,1000.0,0,0.06611036230847736,0.061275949601221735,0.06259703133639616,0.07217759051355765,0.0573584788589625,0.07714276123224872,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
1,12.345679012345677,1,0.15997351070352137,0.13107450596236458,0.16240177236041475,0.142717893751389,0.17276020649740298,0.19091317494603555,1.150324556477333,0.014685885989200861,TopKLoss,None,Adam,0.8360787635373775,2.2365810539197582e-05,0.7408352423773917
2,12.345679012345677,2,0.1416126542360402,0.08788977966043299,0.2819117982354775,0.1329766521700625,0.08810662918781254,0.11717841192641543,1.1047246195216438,0.06739390723749773,TopKLoss,PolyLRScheduler,SGD,0.8009107519796442,0.00012075633351351945,0.9843244174117328
3,12.345679012345677,3,0.11803869967876687,0.10179544850306788,0.13935415649379856,0.1218787752326379,0.10387175881694377,0.12329335934738628,2.1618979641777503,0.002128527023531731,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.4736004193466574,5.563260205698563e-06,0.7175220521771902
4,12.345679012345677,4,0.1230048585397742,0.08585816948666247,0.18791002527628742,0.10371245032142662,0.13117419906955796,0.10636944854493657,2.04546089731045,0.00027417736752420927,DiceLoss,CosineAnnealingLR,Adam,0.9698090677467488,0.00040978885541880585,0.8103540206437224
5,12.345679012345677,5,0.999978606486682,1.0,0.9999888898764554,0.9999259828163819,1.0,0.9999781597405725,0.3061344322440842,6.847105576684049e-05,TopKLoss,PolyLRScheduler,SGD,0.4143685882263688,7.921182314424576e-05,0.7857627151436279
6,12.345679012345677,6,0.8730815221335855,1.0,0.4102271263759113,1.0,0.9551804842920155,1.0,0.2913038273791838,0.02247913678489981,CrossEntropyLoss,PolyLRScheduler,AdamW,0.5096243767199001,1.6705472923532205e-06,0.9828546794612383
7,12.345679012345677,7,0.09517911665384735,0.0880950499963441,0.08448905650411709,0.1038401601068889,0.09757366768682763,0.10189764897505904,0.6504664128826286,0.001822869029807343,DiceLoss,CosineAnnealingLR,AdamW,0.09394051075844168,0.0002012732142826837,0.7111541935713871
8,12.345679012345677,8,0.09135316634311423,0.09028636170708237,0.07389398151196291,0.09271647388600623,0.10123871545906393,0.09863029915145571,1.1735378233752793,0.0008302844962547875,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.2362856645784429,2.527514489489815e-05,0.90263731911568
9,12.345679012345677,9,0.09087508109745779,0.07489190271607082,0.09350235856838496,0.09036413690999412,0.09593597254777786,0.09968103474506118,0.3486057288371832,0.011697547414781285,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.5812728726358587,0.0033646620317025026,0.79800193014111
10,12.345679012345677,10,0.8236805933458978,1.0,1.0,1.0,0.11840296672948891,1.0,1.0313318628889958,0.018227532147560618,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.10709001524266218,2.902501116998957e-06,0.9433819401958
11,12.345679012345677,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9730181826411534,0.04745215558646006,CrossEntropyLoss,CosineAnnealingLR,AdamW,0.48953364903402674,0.008715504353417761,0.7475315629383502
12,12.345679012345677,12,0.9013467333284094,0.9168980147713582,0.9577727327018993,0.6320629191687899,1.0,1.0,0.23481097609784662,0.01660785112321388,DiceAndCrossEntropyLoss,CosineAnnealingLR,AdamW,0.6070630346753698,1.192355468547657e-06,0.9692415425861539
13,12.345679012345677,13,0.8551782466742939,1.0,1.0,1.0,1.0,0.27589123337146904,1.0199583898823463,0.04275837824614824,TopKLoss,PolyLRScheduler,Adam,0.3581914886256743,1.9224271939243424e-06,0.9089503187856456
14,12.345679012345677,14,0.08414831168520245,0.07371571635731766,0.08627492860073371,0.08591364665413459,0.06967572381319775,0.10516154300062852,0.6371714966709258,7.75841305486524e-05,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.4904588086175671,8.121916343315396e-06,0.741619663985853
15,12.345679012345677,15,0.11959354496774907,0.09858748610258017,0.14458782525646985,0.12019100597137711,0.10711657783886241,0.12748482966945585,2.563840740932143,0.009447962943638519,CrossEntropyLoss,PolyLRScheduler,SGD,0.8966712930403421,0.009148624225979639,0.7989096512811791
16,12.345679012345677,16,0.12477501730477343,0.09801908096676293,0.12849600889745494,0.13314790308162405,0.11406184621383364,0.15015024736419158,0.974048916199396,0.0011990706551773744,DiceLoss,PolyLRScheduler,Adam,0.8853376596095855,0.0005242251173989866,0.6042205677830779
17,12.345679012345677,17,0.9493753029223768,0.9469836850709235,0.9570783865194779,0.940996317334462,0.9574987890597677,0.9443193366272531,0.07698815416359472,6.758966622072009e-05,DiceLoss,CosineAnnealingLR,SGD,0.21488073675057817,5.56971378015024e-06,0.6478042764098841
18,12.345679012345677,18,0.8380359529732401,0.8263340466939646,0.8597476761163652,0.8178191681069107,0.8627714325099601,0.8235074414390001,0.5498395086422359,3.796566727868298e-05,DiceAndCrossEntropyLoss,None,SGD,0.030452964941600325,0.0009726956211749134,0.6395368703816673
19,12.345679012345677,19,0.999333202384606,0.9997543360089001,0.9986662645805551,0.999670415250416,0.9993853320551629,0.9991896640279955,0.31909639441864335,6.821375636242829e-05,TopKLoss,CosineAnnealingLR,SGD,0.40826868426317053,2.216670687447701e-06,0.9513366725958223
20,12.345679012345677,20,0.08344463362463746,0.08078371795206118,0.06828085229041414,0.08688700201212973,0.0821509632972256,0.09912063257135661,1.4796553460180568,0.005912053628530867,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.5330439625054918,0.002310022052691569,0.9644282358310472
21,12.345679012345677,21,0.10956168542645003,0.08853684847469889,0.17965393287297649,0.0963123637634079,0.08396491241929871,0.0993403696018682,1.7311704674998278,0.0010207312857358128,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.8072457637226644,0.0016025144279184257,0.746015857009121
22,12.345679012345677,22,0.9516757475423139,0.9622561790541546,0.9515036569729218,0.9489805674553701,0.9479755207611751,0.9476628134679481,1.5007902464353973,5.103454079042622e-05,CrossEntropyLoss,PolyLRScheduler,SGD,0.46125143790393525,8.770008978719383e-06,0.733371978847125
23,12.345679012345677,23,0.0849431692441115,0.0741640636789993,0.09589689986720862,0.08818854173062318,0.06990671147163496,0.0965596294720914,1.061679319629873,0.005146907561661071,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.5786143763491366,3.7945299263835863e-05,0.9662101191039068
24,12.345679012345677,24,0.092713099476469,0.08056531485366003,0.08505355303922058,0.11314183498915564,0.08313606983176103,0.1016687246685477,0.8616383127311454,0.0010799653993114817,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.3689308552301236,1.2619113062219433e-05,0.9545664264393765
25,12.345679012345677,25,0.09964372545146474,0.08193127202671913,0.10751356264704326,0.10055062302784712,0.0770985276983891,0.13112464185732509,1.34856981493057,0.0076768425507725505,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.4038313440005553,2.8995563428856923e-06,0.7792728318111105
26,12.345679012345677,26,0.49642169418608545,0.5355900282959455,0.5958895419109554,0.35681512778194846,0.6440158520669403,0.3497979208746378,0.9831612046713567,0.010644237861415502,DiceLoss,None,AdamW,0.7963914745173317,0.006865408954631966,0.8501895652619779
27,12.345679012345677,27,0.16520323366270706,0.10816698051745222,0.2111496190538128,0.18450026921968077,0.20126489976612372,0.1209343997564658,2.4465714563057066,4.34168042807647e-05,CrossEntropyLoss,PolyLRScheduler,AdamW,0.9367464737894553,6.159042181084387e-05,0.6587756574674307
28,12.345679012345677,28,0.08825047965973445,0.0766370860683604,0.08369740789071567,0.09705054677368175,0.07472561780336551,0.10914173976254893,0.9139615990617378,0.06008907025190961,DiceLoss,None,SGD,0.25912460606864113,8.10874517106339e-06,0.9699268368583368
29,12.345679012345677,29,0.0869567300891142,0.07287994914543405,0.0825977325175491,0.09022498003457624,0.08500079105631064,0.10408019769170096,0.3946914452273447,5.3118188728205876e-05,DiceLoss,PolyLRScheduler,AdamW,0.3066249009186053,5.0868218580202505e-06,0.9932032985307406
30,12.345679012345677,30,0.09786452976743287,0.10289903249440835,0.1041919390663496,0.10240196175565475,0.08113337723877323,0.09869633828197844,1.1421877349778229,0.0034333954341910443,TopKLoss,None,AdamW,0.554687808661419,1.406714874492555e-05,0.9029434400833358
31,12.345679012345677,31,1.0,1.0,1.0,1.0,1.0,1.0,1.7118452280120475,0.08929798556328537,TopKLoss,None,AdamW,0.21210913664925443,3.2650836489488703e-06,0.8301978227568899
32,12.345679012345677,32,0.4727727473326354,1.0,0.11171143413064144,0.956319180852226,0.1333478259780504,0.1624852957022591,0.7802952337498281,0.015244325626612388,CrossEntropyLoss,PolyLRScheduler,AdamW,0.2738350211024113,0.000144229148685068,0.8300990284557692
33,12.345679012345677,33,0.11767724624161062,0.09726006385253316,0.1372693250031719,0.10030766656043766,0.11297859303966473,0.14057058275224565,1.4638066525754594,0.0175996409893113,DiceAndCrossEntropyLoss,CosineAnnealingLR,Adam,0.2890909091853875,3.104698936956747e-06,0.8727285194384795
