run_id,budget,config_id,o0_loss,o0_loss_fold_0,o0_loss_fold_1,o0_loss_fold_2,o0_loss_fold_3,o0_loss_fold_4,hp_config.aug_factor,hp_config.initial_lr,hp_config.loss_function,hp_config.lr_scheduler,hp_config.optimizer,hp_config.oversample_foreground_percent,hp_config.weight_decay,hp_config.momentum
19,12.345679012345677,19,0.9883197527135359,0.9888697404246266,0.9878713345937773,0.9874609352789439,0.9886298477003959,0.9887669055699356,0.31909639441864335,6.821375636242829e-05,TopKLoss,CosineAnnealingLR,SGD,0.40826868426317053,2.216670687447701e-06,0.9513366725958223
20,12.345679012345677,20,0.11467048626341832,0.11373841171270971,0.12089406063618857,0.1156058239204123,0.11240712878181514,0.11070700626596586,1.4796553460180568,0.005912053628530867,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.5330439625054918,0.002310022052691569,0.9644282358310472
21,12.345679012345677,21,0.11215190714208623,0.11168237178113938,0.11870468723473848,0.1102825643850911,0.1118101234289488,0.10827978888051337,1.7311704674998278,0.0010207312857358128,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.8072457637226644,0.0016025144279184257,0.746015857009121
22,12.345679012345677,22,0.9773657212157116,0.9762422652740523,0.9776143995388037,0.9767212288593295,0.9790766509703741,0.9771740614359987,1.5007902464353973,5.103454079042622e-05,CrossEntropyLoss,PolyLRScheduler,SGD,0.46125143790393525,8.770008978719383e-06,0.733371978847125
23,12.345679012345677,23,0.11795498494710051,0.1173654428295079,0.12500297237146651,0.11637713439182806,0.11689651266529988,0.11413286247740018,1.061679319629873,0.005146907561661071,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.5786143763491366,3.7945299263835863e-05,0.9662101191039068
24,12.345679012345677,24,0.1334763434230488,0.13269524350787187,0.13465602685193923,0.13428581236887926,0.1342373079135014,0.1315073264730522,0.8616383127311454,0.0010799653993114817,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.3689308552301236,1.2619113062219433e-05,0.9545664264393765
25,12.345679012345677,25,0.12938963380177287,0.12951537348127662,0.1316898368534004,0.13094150304182683,0.1274451807025605,0.12735627492980006,1.34856981493057,0.0076768425507725505,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.4038313440005553,2.8995563428856923e-06,0.7792728318111105
26,12.345679012345677,26,0.11407779720237907,0.11406348914141362,0.11589885910458952,0.1176215842716688,0.11192601917934886,0.11087903431487456,0.9831612046713567,0.010644237861415502,DiceLoss,None,AdamW,0.7963914745173317,0.006865408954631966,0.8501895652619779
27,12.345679012345677,27,0.14871775255242206,0.1491683389276367,0.15021808381141089,0.148335498243943,0.148005256128649,0.1478615856504707,2.4465714563057066,4.34168042807647e-05,CrossEntropyLoss,PolyLRScheduler,AdamW,0.9367464737894553,6.159042181084387e-05,0.6587756574674307
28,12.345679012345677,28,0.11229702917463072,0.11094504997619425,0.11653769013711668,0.11164578782416423,0.11161095445162017,0.11074566348405823,0.9139615990617378,0.06008907025190961,DiceLoss,None,SGD,0.25912460606864113,8.10874517106339e-06,0.9699268368583368
29,12.345679012345677,29,0.520622962962526,0.5207386173136581,0.5221798447048613,0.5213787558875624,0.5198689105816863,0.5189486863248618,0.3946914452273447,5.3118188728205876e-05,DiceLoss,PolyLRScheduler,AdamW,0.3066249009186053,5.0868218580202505e-06,0.9932032985307406
30,12.345679012345677,30,0.11806246456383665,0.12055830083478525,0.12186765179231784,0.11676743716471394,0.11836470420959522,0.11275422881777097,1.1421877349778229,0.0034333954341910443,TopKLoss,None,AdamW,0.554687808661419,1.406714874492555e-05,0.9029434400833358
31,12.345679012345677,31,1.0,1.0,1.0,1.0,1.0,1.0,1.7118452280120475,0.08929798556328537,TopKLoss,None,AdamW,0.21210913664925443,3.2650836489488703e-06,0.8301978227568899
32,12.345679012345677,32,0.12079668001620258,0.1167233425734917,0.12250089783565787,0.12525237393084854,0.12311954622089849,0.11638723952011631,0.7802952337498281,0.015244325626612388,CrossEntropyLoss,PolyLRScheduler,AdamW,0.2738350211024113,0.000144229148685068,0.8300990284557692
33,12.345679012345677,33,0.11939412930435118,0.11773269629282546,0.12035401890757957,0.1211794892800484,0.11617620825091857,0.12152823379038391,1.4638066525754594,0.0175996409893113,DiceAndCrossEntropyLoss,CosineAnnealingLR,Adam,0.2890909091853875,3.104698936956747e-06,0.8727285194384795
34,12.345679012345677,34,0.14842772945506497,0.14739447621237467,0.1512072136984668,0.14913159142329202,0.14728594687649732,0.14711941906469406,1.1722393700742724,0.0018181383042944095,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.2494567283117031,1.8259754372461165e-05,0.8142931523938134
35,12.345679012345677,35,0.11566911106622976,0.1143773120453363,0.12174330150393642,0.11375987223673745,0.1153939210333641,0.11307114851177458,1.9440239175051408,0.00673323198859556,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.6497962854768122,9.755412700818559e-05,0.8932350711061184
36,12.345679012345677,36,0.12371111104759405,0.12230242107600953,0.12574136324634289,0.12462655358534658,0.1243336246151796,0.12155159271509164,0.8647974449314777,0.007357859542576843,TopKLoss,PolyLRScheduler,SGD,0.26844853552780734,7.062201667929914e-05,0.8618141698212951
37,12.345679012345677,37,0.12189246531174609,0.1203912426051168,0.1267361870681698,0.12255464003942451,0.12304120484655923,0.11673905199946011,0.5995910549616685,0.0050526007498168015,TopKLoss,None,Adam,0.3245448518783365,0.00010243210805501674,0.9799446829302454
38,12.345679012345677,38,0.12427160656471017,0.12421375044786376,0.12725582760507637,0.12559723038851844,0.12222937228207442,0.12206185210001785,0.6009157410049265,0.004016618644674486,DiceAndCrossEntropyLoss,None,SGD,0.8373178222949098,0.00042727044562617923,0.9140666378687602
39,12.345679012345677,39,0.11893222115916802,0.1183679756469177,0.12353057006476975,0.11890952133077515,0.1174531121890483,0.11639992656432918,0.33471086882285794,0.0023916127275286207,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.4151485221356458,8.381561509473688e-06,0.9780750169417495
40,12.345679012345677,40,0.11689628319095231,0.11682484388643966,0.11816478431115884,0.11146884746985042,0.118645384103917,0.11937755618339563,1.1125208093716135,0.005582520910200161,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.3713215889714731,1.364658583110825e-05,0.7913038076254919
41,12.345679012345677,41,0.6464751801110602,0.6458406069677057,0.6580003688067224,0.6330663311244165,0.6433805874986284,0.652088006157828,0.18962285501589193,0.0026853289631704217,CrossEntropyLoss,None,SGD,0.8906528094002063,5.375581224459752e-05,0.6086100432363231
42,12.345679012345677,42,0.1175787789660692,0.11575233699631948,0.12012811455755834,0.11685450477239434,0.12158708372328753,0.11357185478078635,1.9775294155500847,0.0003881744878455677,DiceAndCrossEntropyLoss,None,Adam,0.672041057147487,1.1662388654794186e-05,0.6378924321805853
43,12.345679012345677,43,0.171973955151973,0.16987024615970525,0.17165779748471255,0.1721659841180918,0.17130127840695408,0.17487446959040132,0.9669167779714867,0.0070564252590008016,CrossEntropyLoss,None,SGD,0.4102228735157252,0.0001512468858424652,0.757723438874097
44,12.345679012345677,44,0.9544209802146669,0.9546146369785997,0.9534171902651951,0.9538046016270185,0.9547727200469297,0.9554957521555919,1.9809465462306235,4.248674155420439e-05,DiceLoss,PolyLRScheduler,SGD,0.8583408100922583,0.0005631786038184702,0.8554187546419934
45,12.345679012345677,45,0.11782912751022923,0.11563373024341006,0.1218222030664442,0.11505856550501614,0.12441769344573983,0.1122134452905359,0.6838504665874814,0.003881441559424023,DiceAndCrossEntropyLoss,CosineAnnealingLR,Adam,0.44035135766020583,2.1041778579576936e-05,0.8447427506118147
46,12.345679012345677,46,0.12303538072942936,0.12276816645500477,0.12480838397852789,0.12511878263590281,0.12066307832040091,0.12181849225731045,0.9204251788225997,0.003913922944854862,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.42018558228264713,0.00011468516553788085,0.9407396602426811
47,12.345679012345677,47,0.1199255072572222,0.1178278817567886,0.12771393706984036,0.11782657537147512,0.11855654628225065,0.11770259580575626,2.9762215284384843,0.0002635729227360777,DiceLoss,PolyLRScheduler,AdamW,0.37321595574479416,7.788525964811874e-06,0.8523761262672834
48,12.345679012345677,48,0.15321813638902088,0.15275157379694004,0.15379209314343956,0.15323083607938592,0.15330024830286626,0.15301593062247254,0.8592787775248083,0.00021469268627534937,TopKLoss,None,SGD,0.4886230333669524,2.4431129621708394e-05,0.9760657223043979
49,12.345679012345677,49,0.12044929971810514,0.11971078101194399,0.12261950116030473,0.12178435148015576,0.120194398592125,0.11793746634599622,1.9045409762531356,0.016069507907862768,TopKLoss,CosineAnnealingLR,SGD,0.28797976240316886,1.7465848833605635e-05,0.8504222079202093
50,12.345679012345677,50,0.1389124378969126,0.13654108294610579,0.13446311301205127,0.13212567176167989,0.14555157062917612,0.14588075113555,1.231086855419329,0.02130012119057314,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.821597486031235,6.535587652151508e-05,0.7838651736402501
51,12.345679012345677,51,0.9640739053849272,0.9639789805074681,0.9636836398065856,0.9636391469620843,0.964355244566078,0.96471251508242,1.115756245537384,1.0128226382943726e-05,DiceAndCrossEntropyLoss,None,SGD,0.643678087431961,2.8697940954832155e-05,0.6232030354770788
52,12.345679012345677,52,0.1321354929377429,0.13289541717199693,0.13543731900182876,0.13265718752350053,0.1309860352471739,0.12870150574421435,1.1492426566997909,0.024389241781800425,CrossEntropyLoss,CosineAnnealingLR,SGD,0.183563885046803,4.3675374494594146e-05,0.8816799018265902
53,12.345679012345677,53,0.5047464846325289,0.5043181038628042,0.506112063205804,0.5053626246646115,0.5049224288939662,0.5030172025354582,0.2523296857450503,0.0043287572276693356,DiceLoss,PolyLRScheduler,SGD,0.1191761026846537,0.0024345489706450426,0.8136456997040514
54,12.345679012345677,54,0.19157277227516345,0.3648634260815389,0.15264662249515726,0.15672087187440864,0.13446905765057027,0.1491638832741422,0.8729642195012898,0.029586357776192052,DiceAndCrossEntropyLoss,None,AdamW,0.530412214314783,1.6761693445461505e-05,0.8468289788410229
55,12.345679012345677,55,0.9898473843771113,0.9901337742693205,0.9888322902224955,0.9900448856310419,0.990158984543992,0.9900669872187065,0.4340734183910332,4.700781722228694e-05,TopKLoss,None,SGD,0.08824823957233274,0.0002563992246742085,0.6003814116361214
56,12.345679012345677,56,0.99680704016207,0.9963727422366513,0.9971413575790796,0.9963451055090843,0.9972331174300686,0.9969428780554661,0.20007573101155596,0.00032636748765264324,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.5766988226881895,9.266062277447332e-05,0.6855545610762034
57,12.345679012345677,57,0.5459763150986685,0.5464975123011644,0.5481998318372844,0.5456084014922371,0.5468191878807943,0.5427566419818619,2.2118357391425034,1.048604837922341e-05,DiceLoss,None,AdamW,0.8852072743848396,0.002395600165426245,0.9448650353471866
58,12.345679012345677,58,0.15699577996216438,0.15793790493577586,0.16205820235496304,0.15409852397213664,0.15473628263060324,0.15614798591734314,2.8895918857811402,3.9012639648285096e-05,DiceAndCrossEntropyLoss,CosineAnnealingLR,AdamW,0.7607435651046118,2.7317604879966623e-05,0.9152868893640098
59,12.345679012345677,59,0.13059203433010963,0.1292866131548902,0.13312684865276259,0.13257582717704253,0.12977339393516552,0.12819748873068737,0.13804073022783525,5.7413558602146426e-05,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.7955903685432131,2.3884812866990644e-05,0.6486227603739723
60,12.345679012345677,60,0.11576866693121202,0.11672128177026853,0.11813860425750655,0.11909398039161523,0.11439993768854073,0.11048953054812904,0.2790275498593999,0.004998309150327222,TopKLoss,CosineAnnealingLR,AdamW,0.4779348398619859,2.9675813817916617e-05,0.8348329142201772
61,12.345679012345677,61,0.16910231071530174,0.1672373044908717,0.16988792173305023,0.16873462238945836,0.1710749951936371,0.16857670976949124,1.9853943239371743,0.00022213516723739053,TopKLoss,PolyLRScheduler,SGD,0.28310995219900403,1.541926495027786e-05,0.9685992940392376
62,12.345679012345677,62,0.9671798738186927,0.9343176799359472,0.9689551698094188,1.0,0.9326265193480977,1.0,0.7320972838675357,0.07176338297713368,DiceLoss,PolyLRScheduler,AdamW,0.7274807400981556,0.00021795674203572561,0.7810517874877836
63,12.345679012345677,63,0.11827000171996165,0.11746995274924399,0.1227433377224798,0.11797559560673176,0.1197393021672517,0.11342182035410098,0.6297863162236587,0.01965751172432701,TopKLoss,PolyLRScheduler,SGD,0.5501921766079845,0.00011676999310315905,0.8581592845121554
64,12.345679012345677,64,0.9528982270845443,0.951104618247937,0.9526955561614027,0.9526622856279784,0.955096529432966,0.9529321459524376,2.6683437264475995,7.593035723228837e-05,CrossEntropyLoss,PolyLRScheduler,SGD,0.8541148850495631,3.46158167212936e-06,0.5401137277562602
65,12.345679012345677,65,0.11452731224270865,0.11336317406323748,0.12096605503957136,0.1131543511428954,0.11553561777438026,0.10961736319345872,1.5189366720701658,0.09982384925811423,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.30417355738924656,0.00023134574880230325,0.724037388161199
66,12.345679012345677,66,0.2051697325178119,0.1988171717223628,0.232251924971429,0.1840675833751212,0.20906607463942084,0.20164590788072556,0.6415060404047597,0.012159111804325525,CrossEntropyLoss,None,Adam,0.8493191637610119,0.0006054832867751703,0.6251886793358771
67,12.345679012345677,67,0.11651103803072915,0.11773187013025699,0.12031217518452819,0.11600005421512605,0.11329884875901408,0.11521224186472045,1.0410303982294065,0.017573130381403793,DiceLoss,None,SGD,0.19604455900770842,0.0013655418622181522,0.890817509055539
68,12.345679012345677,68,0.1272412559083586,0.1309306648754609,0.1289418291486386,0.12607482368541667,0.12582352567180455,0.12443543616047226,2.3523430508816014,8.424169920502207e-05,DiceAndCrossEntropyLoss,CosineAnnealingLR,AdamW,0.22885739019915685,3.433962615440278e-06,0.8368420099775596
69,12.345679012345677,69,0.12976325550071544,0.1340745157719173,0.1361293501691605,0.1262097528752808,0.12766612081797257,0.12473653786924599,2.201057844365357,0.076710072958927,CrossEntropyLoss,PolyLRScheduler,SGD,0.1269613476388988,4.1456821054193436e-05,0.8163557948431336
70,12.345679012345677,70,0.1229584474454261,0.12393685386653008,0.12683993937626936,0.12288527188036547,0.12040770679454305,0.12072246530942254,0.8168666205225321,0.002596222293081757,DiceLoss,PolyLRScheduler,SGD,0.46450759312972895,2.7992273958654616e-05,0.9792498905099867
71,12.345679012345677,71,0.12006798680664177,0.1176346970897737,0.12708091493089024,0.12043504613566214,0.11751494183039535,0.11767433404648742,1.650163527828942,0.021328260877623337,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.15202722720956952,1.0061364305156487e-06,0.9353126893214886
72,12.345679012345677,72,0.9958377582245926,0.9959339179639041,0.9957985661435422,0.9956589139001496,0.9957365664685317,0.9960608266468362,1.5620333744476607,0.0003905480370665797,TopKLoss,None,SGD,0.8611230080657867,0.0002955479356850689,0.5918370314310032
73,12.345679012345677,73,0.1167310551295134,0.11588083071418664,0.12034285399251221,0.11584034341508564,0.11542990633725658,0.11616134118852595,0.3183478031651279,0.002411501889608001,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.27641104695050345,9.956454977755667e-06,0.9890151116728227
74,12.345679012345677,74,0.1711852527936687,0.1689161818896744,0.17413778939064417,0.17012021755461437,0.1730666171181814,0.16968545801522916,0.9770882735764214,0.0011285520548537423,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.2205046980356466,4.0628838110082594e-05,0.7810069883848229
75,12.345679012345677,75,0.3594864082988322,0.30597922113592335,0.44843227523415796,0.412331387280906,0.3359143040081807,0.29477485383499313,2.993982002806976,0.08944512541265064,CrossEntropyLoss,PolyLRScheduler,Adam,0.6959468588151881,4.4641029099759855e-05,0.5463267931225567
76,12.345679012345677,76,0.11603994901317205,0.11075635809204132,0.1165655409837637,0.11363008195881363,0.11834037414600584,0.12090738988523575,0.32449657342901295,0.000370916164498509,TopKLoss,CosineAnnealingLR,AdamW,0.18147632030416894,4.625495683760303e-06,0.8025924806800493
77,12.345679012345677,77,0.11522330798610081,0.11620571699673299,0.11891079372244895,0.11495008713291943,0.11388597259177458,0.1121639694866281,1.6735056970541504,0.07179216910175817,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.51597012306013,4.83622265880692e-06,0.7498750188950571
78,12.345679012345677,78,0.11880273810892457,0.1146547187555349,0.12065775178758975,0.11571632729608194,0.12963393755029318,0.11335095515512306,0.8974609336314483,0.0003577803368984557,CrossEntropyLoss,CosineAnnealingLR,Adam,0.932079638462875,0.0002551844579881279,0.8341856235103756
79,12.345679012345677,79,0.12103385839935743,0.11984487232679442,0.12381619375294317,0.12151556873951297,0.12003920504303833,0.11995345213449826,0.8557893438920114,0.017407322869833347,DiceAndCrossEntropyLoss,None,Adam,0.6752617822944984,1.0569895424776608e-05,0.9693471196247065
80,12.345679012345677,80,0.11773149544137274,0.11759213829177417,0.12560961363930723,0.11613331229673873,0.11573206252891577,0.11359035045012777,2.1909493550761656,0.04640936265255566,TopKLoss,PolyLRScheduler,SGD,0.5680333418366945,3.066578124803903e-06,0.8446180735535318
81,12.345679012345677,81,0.11543790194966135,0.11598300225780434,0.12063575940244475,0.11344168841571844,0.11676525404109217,0.11036380563124704,1.9312493669269606,0.04928600236001208,DiceLoss,None,SGD,0.37152711478333117,1.9027915599637695e-05,0.8894528544764853
82,37.03703703703703,7,0.10816939168860407,0.1077049084327314,0.11043722011448864,0.10899475824645577,0.10956604487032484,0.10414402677901968,0.6504664128826286,0.001822869029807343,DiceLoss,CosineAnnealingLR,AdamW,0.09394051075844168,0.0002012732142826837,0.7111541935713871
83,37.03703703703703,21,0.10824406005158067,0.1067414087610139,0.11092131471130573,0.10977165321168625,0.11071189925726932,0.10307402431662815,1.7311704674998278,0.0010207312857358128,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.8072457637226644,0.0016025144279184257,0.746015857009121
84,37.03703703703703,28,0.10852956370183839,0.1079285968522059,0.11251641003687152,0.1077509886651491,0.10918375582909468,0.10526806712587078,0.9139615990617378,0.06008907025190961,DiceLoss,None,SGD,0.25912460606864113,8.10874517106339e-06,0.9699268368583368
85,37.03703703703703,12,0.12937277567855557,0.11492510848774395,0.13374203356690562,0.11204432449921709,0.1100164042116718,0.17613600762723935,0.23481097609784662,0.01660785112321388,DiceAndCrossEntropyLoss,CosineAnnealingLR,AdamW,0.6070630346753698,1.192355468547657e-06,0.9692415425861539
86,37.03703703703703,26,0.10887717789646809,0.11013699451562076,0.11076394422692926,0.11097214157366087,0.10792948650261847,0.10458332266351111,0.9831612046713567,0.010644237861415502,DiceLoss,None,AdamW,0.7963914745173317,0.006865408954631966,0.8501895652619779
87,37.03703703703703,8,0.10783173510648607,0.10707480801605396,0.11154876936889424,0.1075274126938135,0.1100122874595666,0.10299539799410207,1.1735378233752793,0.0008302844962547875,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.2362856645784429,2.527514489489815e-05,0.90263731911568
88,37.03703703703703,65,0.10978447818979761,0.10856151689095017,0.11465239214837664,0.10836814716850707,0.11012213412742833,0.10721820061372589,1.5189366720701658,0.09982384925811423,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.30417355738924656,0.00023134574880230325,0.724037388161199
89,37.03703703703703,20,0.1096199582810862,0.10746083810021223,0.11099110472841922,0.11006689677165404,0.11322257624202914,0.10635837556311634,1.4796553460180568,0.005912053628530867,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.5330439625054918,0.002310022052691569,0.9644282358310472
90,37.03703703703703,77,0.10979823493810567,0.10755223580529105,0.11486776367361196,0.1097003355853825,0.1084472785755084,0.10842356105073447,1.6735056970541504,0.07179216910175817,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.51597012306013,4.83622265880692e-06,0.7498750188950571
91,37.03703703703703,81,0.1104415919772962,0.1080615520703192,0.11483678657857177,0.10982192772641974,0.11024980909997972,0.10923788441119053,1.9312493669269606,0.04928600236001208,DiceLoss,None,SGD,0.37152711478333117,1.9027915599637695e-05,0.8894528544764853
92,37.03703703703703,35,0.11028162830333821,0.10714937033122751,0.11379764003890624,0.10906503951892343,0.11469638292886908,0.10669970869876477,1.9440239175051408,0.00673323198859556,DiceAndCrossEntropyLoss,PolyLRScheduler,AdamW,0.6497962854768122,9.755412700818559e-05,0.8932350711061184
93,37.03703703703703,16,0.1114504544954125,0.11430356402814201,0.1134367970097303,0.11056302176523625,0.11165729611926367,0.1072915935546902,0.974048916199396,0.0011990706551773744,DiceLoss,PolyLRScheduler,Adam,0.8853376596095855,0.0005242251173989866,0.6042205677830779
94,37.03703703703703,60,0.11014632799360972,0.10728944967070819,0.1137247546547624,0.1114825068063302,0.11215344700530094,0.1060814818309469,0.2790275498593999,0.004998309150327222,TopKLoss,CosineAnnealingLR,AdamW,0.4779348398619859,2.9675813817916617e-05,0.8348329142201772
95,37.03703703703703,76,0.1127127530522896,0.11060597382355852,0.11822037099838223,0.11097844838777648,0.11219489710182895,0.11156407494990184,0.32449657342901295,0.000370916164498509,TopKLoss,CosineAnnealingLR,AdamW,0.18147632030416894,4.625495683760303e-06,0.8025924806800493
96,37.03703703703703,67,0.1125531871102313,0.11382208206503086,0.11992306481330006,0.1099601813461577,0.1105650826979987,0.10849552462866918,1.0410303982294065,0.017573130381403793,DiceLoss,None,SGD,0.19604455900770842,0.0013655418622181522,0.890817509055539
97,37.03703703703703,73,0.11259476573762936,0.11116421654809816,0.11717184745469811,0.112830849885593,0.11291792371732923,0.10888899108242833,0.3183478031651279,0.002411501889608001,DiceAndCrossEntropyLoss,CosineAnnealingLR,SGD,0.27641104695050345,9.956454977755667e-06,0.9890151116728227
98,37.03703703703703,4,0.11166293223529777,0.11160815930907975,0.11524915637229305,0.11245688109588148,0.1139887842065459,0.1050116801926887,2.04546089731045,0.00027417736752420927,DiceLoss,CosineAnnealingLR,Adam,0.9698090677467488,0.00040978885541880585,0.8103540206437224
99,37.03703703703703,40,0.11185995300706708,0.11359540826174885,0.11339307506903407,0.110382105105161,0.11254957261591447,0.10937960398347701,1.1125208093716135,0.005582520910200161,DiceAndCrossEntropyLoss,PolyLRScheduler,Adam,0.3713215889714731,1.364658583110825e-05,0.7913038076254919
