run_id,config_id,o0_loss,budget,budget_used,total_wallclock_time,total_optimization_time,hp_config.aug_factor,hp_config.initial_lr,hp_config.loss_function,hp_config.lr_scheduler,hp_config.optimizer,hp_config.oversample_foreground_percent,hp_config.weight_decay,hp_config.momentum
0,0,0.10958638580882829,1000.0,1000.0,14.503405094146729,0.0030732154846191406,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1012.3456790123457,28.76746368408203,0.019695281982421875,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1024.6913580246915,40.02320671081543,0.03961968421936035,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1037.0370370370372,50.27098751068115,0.056606292724609375,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1049.382716049383,60.54169750213623,0.08188247680664062,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1061.7283950617286,71.02884769439697,0.10383152961730957,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1074.0740740740744,81.29732298851013,0.12711095809936523,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1086.41975308642,91.56071186065674,0.1493527889251709,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1098.7654320987658,102.84394955635071,0.17240476608276367,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1111.1111111111115,115.14915442466736,0.20247292518615723,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1123.4567901234573,125.42602777481079,0.22703170776367188,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1135.802469135803,135.70600271224976,0.252713680267334,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1148.1481481481487,146.99650311470032,0.28557682037353516,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1160.4938271604944,157.28240585327148,0.31435298919677734,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1172.8395061728402,166.8684961795807,0.34287381172180176,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1185.185185185186,178.16314125061035,0.37972283363342285,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1197.5308641975316,190.49259161949158,0.4104180335998535,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1209.8765432098774,200.79945302009583,0.4461700916290283,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1222.222222222223,211.11067914962769,0.47751307487487793,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1234.5679012345688,222.4168782234192,0.5139997005462646,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1246.9135802469145,233.74755382537842,0.5529782772064209,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
0,0,0.10958638580882829,1000.0,1259.2592592592603,244.05956768989563,0.5907571315765381,1.0,0.01,DiceAndCrossEntropyLoss,PolyLRScheduler,SGD,0.33,3e-05,0.99
