timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-26T00:01:40,codecarbon,dab7f9d4-3b62-4709-bc5a-b0d1281b79be,112770.478700258,6.016074343650654,5.334795429609975e-05,42.5,75.51541546798317,188.7586283683777,1.331312420612855,8.550060564487422,5.910920868819335,15.792293853919555,Germany,DEU,lower saxony,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.10.14,2.6.0,208,Intel(R) Xeon(R) Platinum 8470,1,1 x NVIDIA H100 PCIe,9.724,52.3959,503.3563423156738,machine,N,1.0
