timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-03T14:18:30,codecarbon,372cb984-4935-4c2b-92a3-352f53576d5c,97887.02857822739,3.864774618870051,3.948198934020638e-05,42.5,86.51034046407887,45.0,1.1556050496098043,7.766419275908191,1.2230724558707597,10.145096781388768,Germany,DEU,lower saxony,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.10.14,2.6.0,48,Intel(R) Xeon(R) Platinum 8470,1,1 x NVIDIA H100 PCIe,9.724,52.3959,120,machine,N,1.0
