timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-03T07:44:23,codecarbon,f9a20574-e5ae-4b02-95c8-8427fae90dff,75178.42963077221,2.855821986884071,3.798725247268426e-05,42.5,89.3430240401925,45.0,0.8875167632604283,5.669755580800825,0.9393072251317319,7.496579569192994,Germany,DEU,lower saxony,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.10.14,2.6.0,48,Intel(R) Xeon(R) Platinum 8470,1,1 x NVIDIA H100 PCIe,9.724,52.3959,120,machine,N,1.0
