mean_fg_dice,ema_fg_dice,dice_per_class_or_region,train_losses,val_losses,lrs,epoch_start_timestamps,epoch_end_timestamps,Epoch
0.0,0.0,[0.0],0.0017624245,0.042464957,0.01,1730692555.805968,1730692610.789259,0
0.1403377490276049,0.01403377490276049,[0.1403377490276049],-0.37545118,-0.1064879,0.009990999549834914,1730692612.0710428,1730692635.5309818,1
0.1627558689541825,0.028905984307902692,[0.1627558689541825],-0.475092,-0.15410021,0.009981998198678612,1730692636.850405,1730692659.908989,2
0.15353644560059695,0.04136903043717212,[0.15353644560059695],-0.5238437,-0.17554767,0.009972995945537971,1730692661.336305,1730692684.3471513,3
0.20169405332949816,0.05740153272640473,[0.20169405332949816],-0.54455566,-0.36980462,0.00996399278941777,1730692685.7461169,1730692710.5850766,4
0.37494362878863174,0.08915574233262744,[0.37494362878863174],-0.5704441,-0.3402364,0.00995498872932069,1730692711.9821455,1730692736.6573894,5
0.2576446599885272,0.10600463409821742,[0.2576446599885272],-0.5887075,-0.34238103,0.009945983764247315,1730692738.4506674,1730692762.8888865,6
0.24096799732552354,0.11950097042094804,[0.24096799732552354],-0.5797031,-0.2953779,0.009936977893196107,1730692764.4583547,1730692788.8353705,7
0.42230649604597326,0.14978152298345054,[0.42230649604597326],-0.5863056,-0.40932903,0.009927971115163414,1730692790.447145,1730692815.3364828,8
0.16394391040752596,0.1511977617258581,[0.16394391040752596],-0.63657737,-0.2340181,0.009918963429143463,1730692816.9915464,1730692841.759331,9
0.1538557845770833,0.15146356401098063,[0.1538557845770833],-0.61463886,-0.266933,0.009909954834128341,1730692843.3735442,1730692867.415515,10
0.25793606038526273,0.16211081364840885,[0.25793606038526273],-0.64999855,-0.3625906,0.00990094532910801,1730692869.070814,1730692894.4972353,11
0.09132264707228575,0.15503199699079656,[0.09132264707228575],-0.5999858,-0.15890071,0.00989193491307027,1730692897.5888171,1730692922.576837,12
0.14227644726051375,0.15375644201776828,[0.14227644726051375],-0.650276,-0.23111649,0.009882923585000784,1730692923.6937168,1730692948.9138317,13
0.11345329467907891,0.14972612728389936,[0.11345329467907891],-0.60995567,-0.24293217,0.00987391134388305,1730692950.059071,1730692975.7603548,14
0.16994871555925162,0.1517483861114346,[0.16994871555925162],-0.5904046,-0.31213236,0.009864898188698403,1730692976.905938,1730693001.8669255,15
0.2685535180885264,0.16342889930914378,[0.2685535180885264],-0.60035586,-0.33368576,0.009855884118426006,1730693002.9778094,1730693026.8960536,16
0.1929665645202222,0.16638266583025163,[0.1929665645202222],-0.6037213,-0.14754535,0.00984686913204284,1730693028.545263,1730693053.464688,17
0.16852860082784113,0.16659725933001057,[0.16852860082784113],-0.5868509,-0.24321651,0.009837853228523706,1730693055.0670896,1730693079.5768976,18
0.1269970262054534,0.16263723601755486,[0.1269970262054534],-0.6318744,-0.17903459,0.009828836406841207,1730693081.462759,1730693107.0311172,19
0.12357475134180805,0.1587309875499802,[0.12357475134180805],-0.6524452,-0.2843153,0.009819818665965752,1730693108.2027342,1730693134.4841216,20
0.3098960114934665,0.17384748994432883,[0.3098960114934665],-0.6189586,-0.3299467,0.00981080000486554,1730693135.7215128,1730693160.5233548,21
0.39145397702014595,0.19560813865191057,[0.39145397702014595],-0.64959997,-0.38647267,0.009801780422506557,1730693162.2611985,1730693187.4515553,22
0.19560582719810116,0.19560790750652965,[0.19560582719810116],-0.65927744,-0.29111397,0.009792759917852568,1730693189.1276014,1730693213.3539193,23
0.1880566163741401,0.1948527783932907,[0.1880566163741401],-0.66690695,-0.21866861,0.009783738489865112,1730693214.3622143,1730693238.4230762,24
0.17857448858810226,0.19322494941277185,[0.17857448858810226],-0.65919787,-0.2681358,0.009774716137503496,1730693239.507604,1730693265.1314647,25
0.11202115776974884,0.18510457024846955,[0.11202115776974884],-0.65726817,-0.18216076,0.009765692859724779,1730693266.3553305,1730693291.6341255,26
0.12771949878787864,0.17936606310241046,[0.12771949878787864],-0.6460718,-0.23261757,0.009756668655483776,1730693292.778679,1730693316.6831734,27
0.2547907712912926,0.18690853392129866,[0.2547907712912926],-0.6365539,-0.36445156,0.009747643523733043,1730693317.698193,1730693343.0557384,28
0.20247864772175522,0.18846554530134432,[0.20247864772175522],-0.6527272,-0.29631385,0.009738617463422878,1730693344.1238692,1730693368.5241797,29
0.14309284290799265,0.18392827506200915,[0.14309284290799265],-0.6725852,-0.28136453,0.009729590473501306,1730693369.621967,1730693395.8771677,30
0.3780723139524691,0.20334267895105515,[0.3780723139524691],-0.629041,-0.4201465,0.009720562552914069,1730693397.1423914,1730693423.0278096,31
0.17312262315007848,0.2003206733709575,[0.17312262315007848],-0.6646304,-0.32608128,0.009711533700604631,1730693425.6592007,1730693450.5990913,32
0.15439933936076758,0.1957285399699385,[0.15439933936076758],-0.68019855,-0.3418013,0.009702503915514164,1730693451.7332942,1730693475.937165,33
0.25204418389094535,0.2013601043620392,[0.25204418389094535],-0.64067686,-0.4386335,0.009693473196581535,1730693477.0771856,1730693502.253454,34
0.09405743013635078,0.19062983693947036,[0.09405743013635078],-0.6792549,-0.26181716,0.009684441542743309,1730693503.66593,1730693527.7304223,35
0.37570803847811557,0.20913765709333487,[0.37570803847811557],-0.6731063,-0.41749722,0.009675408952933734,1730693528.867979,1730693554.3751876,36
0.2496882272565621,0.2131927141096576,[0.2496882272565621],-0.6521703,-0.32459354,0.009666375426084738,1730693556.0628757,1730693580.4412303,37
0.3299739950441734,0.22487084220310918,[0.3299739950441734],-0.6559873,-0.38250366,0.009657340961125919,1730693582.3783755,1730693606.586281,38
0.1829239946262259,0.22067615744542085,[0.1829239946262259],-0.69687426,-0.392665,0.009648305556984536,1730693608.1540046,1730693633.038172,39
0.2885478025071077,0.22746332195158955,[0.2885478025071077],-0.6755342,-0.34118158,0.009639269212585509,1730693634.2207594,1730693658.6354222,40
0.43088237268604324,0.24780522702503494,[0.43088237268604324],-0.67595786,-0.46810973,0.009630231926851402,1730693660.3584569,1730693685.2403457,41
