timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-04T21:41:24,codecarbon,2a6db851-3021-4f11-886c-517d6d61fa69,22428.365232388023,0.9243327394960393,4.121266663525002e-05,42.5,291.1907876542759,45.0,0.264778303000872,1.8813848009399692,0.2802255021650522,2.4263886061058915,Germany,DEU,,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.10.14,2.6.0,48,Intel(R) Xeon(R) Platinum 8470,1,1 x NVIDIA H100 PCIe,,,120,machine,N,1.0
