mean_fg_dice,ema_fg_dice,dice_per_class_or_region,train_losses,val_losses,lrs,epoch_start_timestamps,epoch_end_timestamps,Epoch
0.8490339609648198,0.8490339609648198,[0.8490339609648198],-0.53728473,-0.80003905,0.01,1727180697.2569997,1727180851.0429008,0
0.8525153910741664,0.8493821039757544,[0.8525153910741664],-0.8117369,-0.79964286,0.009990999549834914,1727180852.8958964,1727180980.5947883,1
0.8802890388230817,0.8524727974604872,[0.8802890388230817],-0.8358706,-0.83396834,0.009981998198678612,1727180981.874426,1727181109.6623611,2
0.8729470164786135,0.8545202193622998,[0.8729470164786135],-0.85595727,-0.8322209,0.009972995945537971,1727181111.6750581,1727181240.907284,3
0.8955554459041682,0.8586237420164867,[0.8955554459041682],-0.87059575,-0.85968,0.00996399278941777,1727181243.4027727,1727181370.62979,4
0.8917977010386692,0.861941137918705,[0.8917977010386692],-0.88020545,-0.85228026,0.00995498872932069,1727181372.60775,1727181501.4060621,5
0.8972237577678052,0.865469399903615,[0.8972237577678052],-0.88010997,-0.8628025,0.009945983764247315,1727181503.7946827,1727181633.2980657,6
0.9007556098395886,0.8689980208972125,[0.9007556098395886],-0.8938444,-0.85987884,0.009936977893196107,1727181635.7136111,1727181765.1809337,7
0.9035688812066243,0.8724551069281536,[0.9035688812066243],-0.8989783,-0.8654136,0.009927971115163414,1727181767.7271068,1727181897.22633,8
0.9057101210046555,0.8757806083358038,[0.9057101210046555],-0.9010351,-0.87240195,0.009918963429143463,1727181899.9960515,1727182029.3684623,9
0.9023838463806394,0.8784409321402875,[0.9023838463806394],-0.8952023,-0.8703507,0.009909954834128341,1727182031.8117237,1727182161.1255636,10
0.9123720104178511,0.8818340399680439,[0.9123720104178511],-0.89394283,-0.8813778,0.00990094532910801,1727182163.6027842,1727182292.8022635,11
0.9051004142979681,0.8841606774010363,[0.9051004142979681],-0.89159864,-0.86804414,0.00989193491307027,1727182295.403637,1727182423.8726857,12
0.9069837656544749,0.8864429862263803,[0.9069837656544749],-0.9020675,-0.8757039,0.009882923585000784,1727182425.8845947,1727182554.674827,13
0.9102077989302298,0.8888194674967653,[0.9102077989302298],-0.9013039,-0.87999064,0.00987391134388305,1727182558.3232775,1727182687.57895,14
0.9132623403339587,0.8912637547804847,[0.9132623403339587],-0.90944946,-0.88269717,0.009864898188698403,1727182690.2248724,1727182819.6844716,15
0.9139970855674913,0.8935370878591854,[0.9139970855674913],-0.9156618,-0.88266695,0.009855884118426006,1727182822.2066674,1727182951.7055347,16
0.915355392582966,0.8957189183315635,[0.915355392582966],-0.9150188,-0.88728577,0.00984686913204284,1727182954.0368285,1727183083.6661983,17
0.9220562886516581,0.898352655363573,[0.9220562886516581],-0.9183297,-0.89637095,0.009837853228523706,1727183086.2651823,1727183215.630463,18
0.9169474730352293,0.9002121371307387,[0.9169474730352293],-0.92086244,-0.8898725,0.009828836406841207,1727183218.0753758,1727183347.535162,19
0.9209083828693783,0.9022817617046027,[0.9209083828693783],-0.92598546,-0.8942964,0.009819818665965752,1727183349.9450738,1727183479.4805896,20
0.9199840962087715,0.9040519951550195,[0.9199840962087715],-0.92415684,-0.89436144,0.00981080000486554,1727183482.3927894,1727183612.0632012,21
0.9148244694637045,0.905129242585888,[0.9148244694637045],-0.9243173,-0.8841778,0.009801780422506557,1727183614.6343484,1727183744.1871846,22
0.9098382291110454,0.9056001412384037,[0.9098382291110454],-0.9214213,-0.8768649,0.009792759917852568,1727183746.6762092,1727183874.2421305,23
0.9221990577531836,0.9072600328898817,[0.9221990577531836],-0.92542225,-0.8964395,0.009783738489865112,1727183876.100845,1727184003.4961846,24
0.9221257455918958,0.9087466041600831,[0.9221257455918958],-0.9274998,-0.8954227,0.009774716137503496,1727184005.3136973,1727184134.659716,25
0.9147557030520052,0.9093475140492753,[0.9147557030520052],-0.9262348,-0.8861144,0.009765692859724779,1727184137.0967872,1727184265.9710522,26
0.9172517256027287,0.9101379352046207,[0.9172517256027287],-0.9269709,-0.8883282,0.009756668655483776,1727184268.3262038,1727184397.8004565,27
0.9276587153497968,0.9118900132191384,[0.9276587153497968],-0.9294056,-0.90417457,0.009747643523733043,1727184400.0794172,1727184529.817726,28
0.9224166581121135,0.912942677708436,[0.9224166581121135],-0.9301483,-0.89616287,0.009738617463422878,1727184532.3399794,1727184661.5668387,29
0.9182502504643554,0.9134734349840279,[0.9182502504643554],-0.93579453,-0.88920283,0.009729590473501306,1727184664.0876043,1727184793.8582456,30
0.9231591288097857,0.9144420043666037,[0.9231591288097857],-0.93823516,-0.8989724,0.009720562552914069,1727184796.370866,1727184925.530091,31
0.9237972528275084,0.9153775292126942,[0.9237972528275084],-0.94042224,-0.89917403,0.009711533700604631,1727184927.6559424,1727185055.9374423,32
0.9222118855970453,0.9160609648511293,[0.9222118855970453],-0.93869156,-0.89728403,0.009702503915514164,1727185057.8399684,1727185186.0035686,33
0.9253118634875324,0.9169860547147697,[0.9253118634875324],-0.93524724,-0.90131056,0.009693473196581535,1727185188.5549958,1727185317.8869612,34
0.9220548418361735,0.9174929334269102,[0.9220548418361735],-0.93948126,-0.8958532,0.009684441542743309,1727185320.36296,1727185450.1621923,35
0.9268394867008554,0.9184275887543047,[0.9268394867008554],-0.9391609,-0.9006465,0.009675408952933734,1727185452.4862962,1727185582.678056,36
0.9178906912121239,0.9183738990000867,[0.9178906912121239],-0.94510406,-0.88900393,0.009666375426084738,1727185585.1858308,1727185715.017234,37
